Date,Small size,Large,type,year,region
19/7/2015,258240.72,142492.68,conventional,2015,SanDiego
12/7/2015,251056.27,182844.55,conventional,2015,SanDiego
5/7/2015,328818.07,187820.87,conventional,2015,SanDiego
28/6/2015,295023.15,142348.73,conventional,2015,SanDiego
21/6/2015,368402.91,163855.72,conventional,2015,SanDiego
14/6/2015,403551.43,165020.73,conventional,2015,SanDiego
7/6/2015,378749.86,164367.13,conventional,2015,SanDiego
31/5/2015,358147.99,153680.36,conventional,2015,SanDiego
24/5/2015,273672.82,155813.57,conventional,2015,SanDiego
17/5/2015,283530.1,131772.59,conventional,2015,SanDiego
10/5/2015,399789.96,136147.89,conventional,2015,SanDiego
3/5/2015,424263.68,247709.36,conventional,2015,SanDiego
26/4/2015,235664.26,141949.05,conventional,2015,SanDiego
19/4/2015,270328.18,156651.22,conventional,2015,SanDiego
12/4/2015,260591.11,189713.87,conventional,2015,SanDiego
5/4/2015,249036.72,162601.8,conventional,2015,SanDiego
29/3/2015,234361.38,155583.39,conventional,2015,SanDiego
22/3/2015,235106.15,221942.26,conventional,2015,SanDiego
15/3/2015,257709.12,144761.07,conventional,2015,SanDiego
8/3/2015,314550.25,127157.9,conventional,2015,SanDiego
1/3/2015,317625.55,202619.21,conventional,2015,SanDiego
22/2/2015,301983.87,151869.53,conventional,2015,SanDiego
15/2/2015,303637.72,127874.99,conventional,2015,SanDiego
8/2/2015,229118.81,162856.34,conventional,2015,SanDiego
1/2/2015,357235.87,277723.14,conventional,2015,SanDiego
25/1/2015,217747.34,140456.68,conventional,2015,SanDiego
18/1/2015,250311.74,163944.2,conventional,2015,SanDiego
11/1/2015,303369.02,192913.11,conventional,2015,SanDiego
4/1/2015,244152.26,165299.33,conventional,2015,SanDiego
27/12/2015,181704.67,422617.8,conventional,2015,SanFrancisco
20/12/2015,173521.67,364622.31,conventional,2015,SanFrancisco
13/12/2015,127080.03,384958.63,conventional,2015,SanFrancisco
6/12/2015,102771.75,498975.34,conventional,2015,SanFrancisco
29/11/2015,102783.08,462966.47,conventional,2015,SanFrancisco
22/11/2015,121232.94,502068.19,conventional,2015,SanFrancisco
15/11/2015,165884.02,517366.37,conventional,2015,SanFrancisco
8/11/2015,165981.13,319176.32,conventional,2015,SanFrancisco
1/11/2015,214932.11,563719.33,conventional,2015,SanFrancisco
25/10/2015,126498.63,334051.96,conventional,2015,SanFrancisco
18/10/2015,146584.21,332942.22,conventional,2015,SanFrancisco
11/10/2015,106180.64,351965.39,conventional,2015,SanFrancisco
4/10/2015,119177.06,563257.19,conventional,2015,SanFrancisco
27/9/2015,208309.03,349648.86,conventional,2015,SanFrancisco
20/9/2015,94105.15,380999.77,conventional,2015,SanFrancisco
13/9/2015,110779.86,367833.98,conventional,2015,SanFrancisco
6/9/2015,154276.07,384033.22,conventional,2015,SanFrancisco
30/8/2015,177166.44,364371.17,conventional,2015,SanFrancisco
23/8/2015,129106.61,380934.57,conventional,2015,SanFrancisco
16/8/2015,145519.47,364968.69,conventional,2015,SanFrancisco
9/8/2015,158022.04,345590.21,conventional,2015,SanFrancisco
2/8/2015,164972.09,374726.64,conventional,2015,SanFrancisco
26/7/2015,150230.79,366576.34,conventional,2015,SanFrancisco
19/7/2015,146180.86,385520.87,conventional,2015,SanFrancisco
12/7/2015,149802.29,430540.93,conventional,2015,SanFrancisco
5/7/2015,168468.95,451890.53,conventional,2015,SanFrancisco
28/6/2015,154423.58,377054.83,conventional,2015,SanFrancisco
21/6/2015,161726.05,396191.28,conventional,2015,SanFrancisco
14/6/2015,181175.51,403173.66,conventional,2015,SanFrancisco
7/6/2015,167496.15,477146.12,conventional,2015,SanFrancisco
31/5/2015,192708.56,469208.86,conventional,2015,SanFrancisco
24/5/2015,131638.62,467572.13,conventional,2015,SanFrancisco
17/5/2015,167532.68,434957.48,conventional,2015,SanFrancisco
10/5/2015,172662.98,462218.87,conventional,2015,SanFrancisco
3/5/2015,237060.7,975141.69,conventional,2015,SanFrancisco
26/4/2015,107461.85,458055.89,conventional,2015,SanFrancisco
19/4/2015,134592.31,584922.85,conventional,2015,SanFrancisco
12/4/2015,159838.22,469655.44,conventional,2015,SanFrancisco
5/4/2015,143671.36,473142.55,conventional,2015,SanFrancisco
29/3/2015,145294.94,460144.9,conventional,2015,SanFrancisco
22/3/2015,136354.98,568189.47,conventional,2015,SanFrancisco
15/3/2015,204467.41,455307.39,conventional,2015,SanFrancisco
8/3/2015,260192.19,442834.07,conventional,2015,SanFrancisco
1/3/2015,251296.88,697969.61,conventional,2015,SanFrancisco
22/2/2015,165066.61,502502.44,conventional,2015,SanFrancisco
15/2/2015,176265.06,414826.51,conventional,2015,SanFrancisco
8/2/2015,252068.6,581737.42,conventional,2015,SanFrancisco
1/2/2015,369580.89,896514.3,conventional,2015,SanFrancisco
25/1/2015,127276.45,481792.41,conventional,2015,SanFrancisco
18/1/2015,107566.95,554501.21,conventional,2015,SanFrancisco
11/1/2015,155455.32,670522.75,conventional,2015,SanFrancisco
4/1/2015,179507.69,637000.1,conventional,2015,SanFrancisco
27/12/2015,101442.85,178459.6,conventional,2015,Seattle
20/12/2015,88134.2,139794.19,conventional,2015,Seattle
13/12/2015,114813.13,156347.74,conventional,2015,Seattle
6/12/2015,117507.93,219412.63,conventional,2015,Seattle
29/11/2015,90354.26,131571.17,conventional,2015,Seattle
22/11/2015,111896.12,155494.84,conventional,2015,Seattle
15/11/2015,146061.83,213666.13,conventional,2015,Seattle
8/11/2015,135637.5,172982,conventional,2015,Seattle
1/11/2015,105846.91,176922.79,conventional,2015,Seattle
25/10/2015,130741.16,201858,conventional,2015,Seattle
18/10/2015,147440.78,185069.58,conventional,2015,Seattle
11/10/2015,87081.69,301656.56,conventional,2015,Seattle
4/10/2015,103495.71,281914.21,conventional,2015,Seattle
27/9/2015,159459.18,152002.76,conventional,2015,Seattle
20/9/2015,158198.44,242849.81,conventional,2015,Seattle
13/9/2015,230283.36,181240.95,conventional,2015,Seattle
6/9/2015,167782.09,155468.95,conventional,2015,Seattle
30/8/2015,171694.14,150815.43,conventional,2015,Seattle
23/8/2015,137390.97,265837.45,conventional,2015,Seattle
16/8/2015,173165.55,201936.28,conventional,2015,Seattle
9/8/2015,220284.27,169096.61,conventional,2015,Seattle
2/8/2015,210529.13,181274.82,conventional,2015,Seattle
26/7/2015,158304.49,172990.41,conventional,2015,Seattle
19/7/2015,197532.38,192075.86,conventional,2015,Seattle
12/7/2015,261870.98,204320.97,conventional,2015,Seattle
5/7/2015,201350.06,263046.88,conventional,2015,Seattle
28/6/2015,175064.74,222871.77,conventional,2015,Seattle
21/6/2015,178641.03,272213.83,conventional,2015,Seattle
14/6/2015,207290.74,274970.73,conventional,2015,Seattle
7/6/2015,194535.45,207213.71,conventional,2015,Seattle
31/5/2015,244319.84,185303.96,conventional,2015,Seattle
24/5/2015,213212.05,240665.64,conventional,2015,Seattle
17/5/2015,176144.77,196907.32,conventional,2015,Seattle
10/5/2015,263440.86,242012.13,conventional,2015,Seattle
3/5/2015,226074.37,355250.18,conventional,2015,Seattle
26/4/2015,202726.84,188384.71,conventional,2015,Seattle
19/4/2015,130765.93,324680.31,conventional,2015,Seattle
12/4/2015,134346.5,184720.11,conventional,2015,Seattle
5/4/2015,148128.23,238612.85,conventional,2015,Seattle
29/3/2015,162078.03,205582.46,conventional,2015,Seattle
22/3/2015,192630.73,229939.77,conventional,2015,Seattle
15/3/2015,173278.26,189014.61,conventional,2015,Seattle
8/3/2015,170637.19,190973.9,conventional,2015,Seattle
1/3/2015,162940.98,327299.85,conventional,2015,Seattle
22/2/2015,106012.21,353201.96,conventional,2015,Seattle
15/2/2015,114014.9,171966.91,conventional,2015,Seattle
8/2/2015,153475.96,257164.75,conventional,2015,Seattle
1/2/2015,201139.95,578708.75,conventional,2015,Seattle
25/1/2015,118569.87,228985.5,conventional,2015,Seattle
18/1/2015,160898.14,223145.82,conventional,2015,Seattle
11/1/2015,144349.43,278069.43,conventional,2015,Seattle
4/1/2015,165839.16,341836.86,conventional,2015,Seattle
27/12/2015,137133.17,48908.4,conventional,2015,SouthCarolina
20/12/2015,115402.34,39931.51,conventional,2015,SouthCarolina
13/12/2015,148691.81,47393.23,conventional,2015,SouthCarolina
6/12/2015,130410.85,47118.94,conventional,2015,SouthCarolina
29/11/2015,125440.43,42269.54,conventional,2015,SouthCarolina
22/11/2015,123208.85,42099.26,conventional,2015,SouthCarolina
15/11/2015,116059.4,61600.25,conventional,2015,SouthCarolina
8/11/2015,118352.11,47266.75,conventional,2015,SouthCarolina
1/11/2015,143163.13,59937.59,conventional,2015,SouthCarolina
25/10/2015,107103.78,46792.32,conventional,2015,SouthCarolina
18/10/2015,105221.4,55038.8,conventional,2015,SouthCarolina
11/10/2015,121966,64658.41,conventional,2015,SouthCarolina
4/10/2015,123692.52,70671.2,conventional,2015,SouthCarolina
27/9/2015,111054.81,72273.16,conventional,2015,SouthCarolina
20/9/2015,148633.9,77644.18,conventional,2015,SouthCarolina
13/9/2015,124781.45,61067.3,conventional,2015,SouthCarolina
6/9/2015,165544.52,78503.43,conventional,2015,SouthCarolina
30/8/2015,130772.55,58761.62,conventional,2015,SouthCarolina
23/8/2015,139531.8,64117.55,conventional,2015,SouthCarolina
16/8/2015,157907.67,60468.01,conventional,2015,SouthCarolina
9/8/2015,179463.07,69024.22,conventional,2015,SouthCarolina
2/8/2015,148657.53,64352.06,conventional,2015,SouthCarolina
26/7/2015,160050.21,63162.91,conventional,2015,SouthCarolina
19/7/2015,212349.9,70690.71,conventional,2015,SouthCarolina
12/7/2015,143217.29,81353.84,conventional,2015,SouthCarolina
5/7/2015,204374.47,93000.23,conventional,2015,SouthCarolina
28/6/2015,152050,76047.9,conventional,2015,SouthCarolina
21/6/2015,207438.27,71556.59,conventional,2015,SouthCarolina
14/6/2015,172821.14,60267.01,conventional,2015,SouthCarolina
7/6/2015,223638.72,46631.18,conventional,2015,SouthCarolina
31/5/2015,185323.63,43301.71,conventional,2015,SouthCarolina
24/5/2015,247039.02,58352.93,conventional,2015,SouthCarolina
17/5/2015,200005.38,46163.06,conventional,2015,SouthCarolina
10/5/2015,199489.94,44017.79,conventional,2015,SouthCarolina
3/5/2015,271320.49,72324.54,conventional,2015,SouthCarolina
26/4/2015,191953.94,43170.27,conventional,2015,SouthCarolina
19/4/2015,185939.51,43227.61,conventional,2015,SouthCarolina
12/4/2015,220208.81,49060.02,conventional,2015,SouthCarolina
5/4/2015,187483.15,44278.23,conventional,2015,SouthCarolina
29/3/2015,151124.37,45649.68,conventional,2015,SouthCarolina
22/3/2015,218785.98,48984.19,conventional,2015,SouthCarolina
15/3/2015,171702.03,44167.57,conventional,2015,SouthCarolina
8/3/2015,173429.19,39009.78,conventional,2015,SouthCarolina
1/3/2015,213315.88,42197.08,conventional,2015,SouthCarolina
22/2/2015,193228.98,45809.76,conventional,2015,SouthCarolina
15/2/2015,163447.93,40081.18,conventional,2015,SouthCarolina
8/2/2015,169169.05,41468.74,conventional,2015,SouthCarolina
1/2/2015,284674.2,78055.21,conventional,2015,SouthCarolina
25/1/2015,187805.04,46947.97,conventional,2015,SouthCarolina
18/1/2015,160256.58,44019.64,conventional,2015,SouthCarolina
11/1/2015,162428.39,39713.75,conventional,2015,SouthCarolina
4/1/2015,180977.06,46253.49,conventional,2015,SouthCarolina
27/12/2015,2295315.43,1290847.05,conventional,2015,SouthCentral
20/12/2015,2166801.03,1226508.86,conventional,2015,SouthCentral
13/12/2015,2366879.8,1559601.21,conventional,2015,SouthCentral
6/12/2015,2271088.12,1989750.87,conventional,2015,SouthCentral
29/11/2015,2105670.46,1234911.39,conventional,2015,SouthCentral
22/11/2015,2187382.97,1451468.73,conventional,2015,SouthCentral
15/11/2015,2762021.24,1375460.43,conventional,2015,SouthCentral
8/11/2015,2470146.6,1630407.36,conventional,2015,SouthCentral
1/11/2015,2344879.12,1704035.46,conventional,2015,SouthCentral
25/10/2015,2542914.87,1537781.45,conventional,2015,SouthCentral
18/10/2015,2488221.2,1352548.07,conventional,2015,SouthCentral
11/10/2015,2351606.01,1833545.05,conventional,2015,SouthCentral
4/10/2015,2257194.22,2067870.47,conventional,2015,SouthCentral
27/9/2015,2252044.96,2042360.56,conventional,2015,SouthCentral
20/9/2015,2453284.69,2117631.84,conventional,2015,SouthCentral
13/9/2015,2608997.38,2390282.14,conventional,2015,SouthCentral
6/9/2015,2897999.07,2322076.97,conventional,2015,SouthCentral
30/8/2015,3171393.1,1387819.83,conventional,2015,SouthCentral
23/8/2015,3058909.34,1546628.56,conventional,2015,SouthCentral
16/8/2015,3273624.13,1474652.79,conventional,2015,SouthCentral
9/8/2015,3096265.87,1600371.62,conventional,2015,SouthCentral
2/8/2015,3276776.23,1254704.28,conventional,2015,SouthCentral
26/7/2015,3166737.18,1982138.27,conventional,2015,SouthCentral
19/7/2015,3141801.51,1766900.01,conventional,2015,SouthCentral
12/7/2015,3318843.01,1523777.99,conventional,2015,SouthCentral
5/7/2015,3835278.13,1639735.99,conventional,2015,SouthCentral
28/6/2015,3656335.59,1416248.77,conventional,2015,SouthCentral
21/6/2015,3460014.16,1739133.4,conventional,2015,SouthCentral
14/6/2015,4668964.65,1660109.04,conventional,2015,SouthCentral
7/6/2015,3870043.62,1479527.4,conventional,2015,SouthCentral
31/5/2015,4136440.91,1501302.47,conventional,2015,SouthCentral
24/5/2015,3794422.74,1434383.77,conventional,2015,SouthCentral
17/5/2015,3979432.32,1202270.23,conventional,2015,SouthCentral
10/5/2015,3969053.76,1709201.45,conventional,2015,SouthCentral
3/5/2015,3520801.33,2265493.71,conventional,2015,SouthCentral
26/4/2015,3637682.35,1248422.73,conventional,2015,SouthCentral
19/4/2015,3657278.94,1183497.85,conventional,2015,SouthCentral
12/4/2015,3851189.34,1385674.25,conventional,2015,SouthCentral
5/4/2015,3676642.17,1856953.2,conventional,2015,SouthCentral
29/3/2015,3091049.63,1836365.62,conventional,2015,SouthCentral
22/3/2015,3785376.16,1476714.1,conventional,2015,SouthCentral
15/3/2015,3290881.46,1644220.11,conventional,2015,SouthCentral
8/3/2015,3215935.34,1855972.27,conventional,2015,SouthCentral
1/3/2015,2944928.22,1629785.85,conventional,2015,SouthCentral
22/2/2015,3077730.66,1408136.41,conventional,2015,SouthCentral
15/2/2015,3046997.7,1421557.06,conventional,2015,SouthCentral
8/2/2015,3323430.66,1927404.12,conventional,2015,SouthCentral
1/2/2015,3776936.71,2348980.01,conventional,2015,SouthCentral
25/1/2015,3205533.39,1298842.9,conventional,2015,SouthCentral
18/1/2015,2839359.92,1782045.18,conventional,2015,SouthCentral
11/1/2015,2973367.52,1717171.24,conventional,2015,SouthCentral
4/1/2015,2745009.1,1755142.21,conventional,2015,SouthCentral
27/12/2015,2045752.24,275823.43,conventional,2015,Southeast
20/12/2015,1449139.49,211595.53,conventional,2015,Southeast
13/12/2015,2127600.06,303892.09,conventional,2015,Southeast
6/12/2015,1520190.48,248205.38,conventional,2015,Southeast
29/11/2015,1797110.09,273706.42,conventional,2015,Southeast
22/11/2015,1799501.02,285065.9,conventional,2015,Southeast
15/11/2015,1455202.28,294620.08,conventional,2015,Southeast
8/11/2015,1420318.78,298081.99,conventional,2015,Southeast
1/11/2015,2058754.3,472310.67,conventional,2015,Southeast
25/10/2015,1278660.6,393459.25,conventional,2015,Southeast
18/10/2015,1274185.16,426237.27,conventional,2015,Southeast
11/10/2015,1810141.55,579736.64,conventional,2015,Southeast
4/10/2015,1909901.24,591640.18,conventional,2015,Southeast
27/9/2015,1266450.71,519006.76,conventional,2015,Southeast
20/9/2015,2000380.63,663554.32,conventional,2015,Southeast
13/9/2015,1317283.12,534412.71,conventional,2015,Southeast
6/9/2015,2175323.4,650270.11,conventional,2015,Southeast
30/8/2015,1422797.76,464251.81,conventional,2015,Southeast
23/8/2015,1423075.89,477975.75,conventional,2015,Southeast
16/8/2015,1615209.93,431016.1,conventional,2015,Southeast
9/8/2015,2430272.64,498991.43,conventional,2015,Southeast
2/8/2015,1539272.45,430133.96,conventional,2015,Southeast
26/7/2015,1615660.84,424560.81,conventional,2015,Southeast
19/7/2015,2507726.2,515358.68,conventional,2015,Southeast
12/7/2015,1578243.11,467848.98,conventional,2015,Southeast
5/7/2015,2713600.49,592279.23,conventional,2015,Southeast
28/6/2015,1721633.23,464034.18,conventional,2015,Southeast
21/6/2015,2602623.94,462243.35,conventional,2015,Southeast
14/6/2015,1910736.86,315079.1,conventional,2015,Southeast
7/6/2015,2862823.58,294519.59,conventional,2015,Southeast
31/5/2015,2048880.09,206982.3,conventional,2015,Southeast
24/5/2015,3209533.78,311176.56,conventional,2015,Southeast
17/5/2015,2098271.46,211868.36,conventional,2015,Southeast
10/5/2015,2167781.63,212422.04,conventional,2015,Southeast
3/5/2015,3682277.46,383803.95,conventional,2015,Southeast
26/4/2015,2170188.85,220781.47,conventional,2015,Southeast
19/4/2015,2014443.63,214218.14,conventional,2015,Southeast
12/4/2015,2801179.62,292733.49,conventional,2015,Southeast
5/4/2015,2257669.21,252737.98,conventional,2015,Southeast
29/3/2015,1804282.66,205041.11,conventional,2015,Southeast
22/3/2015,2823708.05,299770.04,conventional,2015,Southeast
15/3/2015,1865220.72,211822.87,conventional,2015,Southeast
8/3/2015,1894002.38,199317.95,conventional,2015,Southeast
1/3/2015,2682065.6,281502.89,conventional,2015,Southeast
22/2/2015,1960713.06,236520.37,conventional,2015,Southeast
15/2/2015,1820564.15,219336.78,conventional,2015,Southeast
8/2/2015,1871661.73,226039.73,conventional,2015,Southeast
1/2/2015,3656338.95,451194.73,conventional,2015,Southeast
25/1/2015,1990978.47,266024.34,conventional,2015,Southeast
18/1/2015,1815847.03,273695.84,conventional,2015,Southeast
11/1/2015,1667012.92,269027.02,conventional,2015,Southeast
4/1/2015,2296069.27,320373.63,conventional,2015,Southeast
27/12/2015,20577.16,21592.44,conventional,2015,Spokane
20/12/2015,17819.26,16576.75,conventional,2015,Spokane
13/12/2015,22229.24,20738.68,conventional,2015,Spokane
6/12/2015,18780,39234.39,conventional,2015,Spokane
29/11/2015,16876.93,16826.84,conventional,2015,Spokane
22/11/2015,17535.51,21806.06,conventional,2015,Spokane
15/11/2015,17121.98,38867.94,conventional,2015,Spokane
8/11/2015,19315.13,26207.73,conventional,2015,Spokane
1/11/2015,20262.48,23801.85,conventional,2015,Spokane
25/10/2015,16618.08,33389.28,conventional,2015,Spokane
18/10/2015,16562.04,30936.55,conventional,2015,Spokane
11/10/2015,11289.75,56878.37,conventional,2015,Spokane
4/10/2015,18331.9,47471.02,conventional,2015,Spokane
27/9/2015,25431.53,23735.71,conventional,2015,Spokane
20/9/2015,20718.72,42342.6,conventional,2015,Spokane
13/9/2015,39572.15,24065.27,conventional,2015,Spokane
6/9/2015,32235.74,18153.73,conventional,2015,Spokane
30/8/2015,31274.84,16651.71,conventional,2015,Spokane
23/8/2015,34441.25,35454.67,conventional,2015,Spokane
16/8/2015,33363.36,25970.27,conventional,2015,Spokane
9/8/2015,32213.37,23114.49,conventional,2015,Spokane
2/8/2015,35242.08,24453.69,conventional,2015,Spokane
26/7/2015,33592.19,22293.64,conventional,2015,Spokane
19/7/2015,39750.66,23169.36,conventional,2015,Spokane
12/7/2015,45146.65,23703.42,conventional,2015,Spokane
5/7/2015,43121.13,30059.65,conventional,2015,Spokane
28/6/2015,38303.6,26660.48,conventional,2015,Spokane
21/6/2015,33513.17,33789.94,conventional,2015,Spokane
14/6/2015,36980.68,35548.22,conventional,2015,Spokane
7/6/2015,40534.99,26271.71,conventional,2015,Spokane
31/5/2015,42027.99,24334.27,conventional,2015,Spokane
24/5/2015,41058.09,33679.94,conventional,2015,Spokane
17/5/2015,36879.96,24110.51,conventional,2015,Spokane
10/5/2015,46467.69,31703.17,conventional,2015,Spokane
3/5/2015,44094.43,48511.36,conventional,2015,Spokane
26/4/2015,41208.97,24094.05,conventional,2015,Spokane
19/4/2015,31965.44,42072.81,conventional,2015,Spokane
12/4/2015,27692.12,23281.52,conventional,2015,Spokane
5/4/2015,30529.69,29902.8,conventional,2015,Spokane
29/3/2015,36451.47,26800.47,conventional,2015,Spokane
22/3/2015,32960.85,28457.8,conventional,2015,Spokane
15/3/2015,32528.5,26391.31,conventional,2015,Spokane
8/3/2015,35184.21,24432.93,conventional,2015,Spokane
1/3/2015,26800.27,44707.74,conventional,2015,Spokane
22/2/2015,25370.99,45291.88,conventional,2015,Spokane
15/2/2015,24008.4,22723.92,conventional,2015,Spokane
8/2/2015,28901.01,36736.53,conventional,2015,Spokane
1/2/2015,35897.25,84741.31,conventional,2015,Spokane
25/1/2015,23843.63,29590.6,conventional,2015,Spokane
18/1/2015,28457.99,29719.57,conventional,2015,Spokane
11/1/2015,21973.57,35996.7,conventional,2015,Spokane
4/1/2015,26607.29,44341.92,conventional,2015,Spokane
27/12/2015,50481.76,25206.85,conventional,2015,StLouis
20/12/2015,40333.06,23867.6,conventional,2015,StLouis
13/12/2015,64673.08,24481.09,conventional,2015,StLouis
6/12/2015,60481.9,25222.92,conventional,2015,StLouis
29/11/2015,38130.41,26526.03,conventional,2015,StLouis
22/11/2015,40115.68,27003.98,conventional,2015,StLouis
15/11/2015,62810.86,28499.99,conventional,2015,StLouis
8/11/2015,54277.81,29529.64,conventional,2015,StLouis
1/11/2015,49010.65,34559.26,conventional,2015,StLouis
25/10/2015,52371.31,37039.7,conventional,2015,StLouis
18/10/2015,53413.73,34898.38,conventional,2015,StLouis
11/10/2015,77647.86,25627.41,conventional,2015,StLouis
4/10/2015,64603.33,36643.05,conventional,2015,StLouis
27/9/2015,99021.18,34231.9,conventional,2015,StLouis
20/9/2015,77969.04,37269.87,conventional,2015,StLouis
13/9/2015,108859.16,33405.69,conventional,2015,StLouis
6/9/2015,85673.91,36576.66,conventional,2015,StLouis
30/8/2015,74751.64,34386.84,conventional,2015,StLouis
23/8/2015,111101.26,35104.11,conventional,2015,StLouis
16/8/2015,186669.12,44789.17,conventional,2015,StLouis
9/8/2015,92511.57,47874.46,conventional,2015,StLouis
2/8/2015,79291.85,43745.86,conventional,2015,StLouis
26/7/2015,120124.79,38710.22,conventional,2015,StLouis
19/7/2015,99044.52,41712.52,conventional,2015,StLouis
12/7/2015,132490.39,44204.19,conventional,2015,StLouis
5/7/2015,97253.4,57668.67,conventional,2015,StLouis
28/6/2015,107631.08,40137.34,conventional,2015,StLouis
21/6/2015,84699.66,38461.41,conventional,2015,StLouis
14/6/2015,87726.18,41782.62,conventional,2015,StLouis
7/6/2015,92964.49,38450.22,conventional,2015,StLouis
31/5/2015,147104.98,38945.34,conventional,2015,StLouis
24/5/2015,135166.39,38773.04,conventional,2015,StLouis
17/5/2015,96530.89,37553.09,conventional,2015,StLouis
10/5/2015,125846.03,33050.99,conventional,2015,StLouis
3/5/2015,190986.18,36252.66,conventional,2015,StLouis
26/4/2015,86967.98,42320.51,conventional,2015,StLouis
19/4/2015,101449.24,38169.29,conventional,2015,StLouis
12/4/2015,138215.06,37441.77,conventional,2015,StLouis
5/4/2015,77970.98,34544.71,conventional,2015,StLouis
29/3/2015,111921.69,39575,conventional,2015,StLouis
22/3/2015,77997.93,37696.27,conventional,2015,StLouis
15/3/2015,70836.3,36549.13,conventional,2015,StLouis
8/3/2015,73956.89,31856.71,conventional,2015,StLouis
1/3/2015,93746.89,39403.61,conventional,2015,StLouis
22/2/2015,75717.36,36667.64,conventional,2015,StLouis
15/2/2015,88022.48,33530.37,conventional,2015,StLouis
8/2/2015,140791.53,31995.56,conventional,2015,StLouis
1/2/2015,209893.28,48651.4,conventional,2015,StLouis
25/1/2015,99020.78,31381.54,conventional,2015,StLouis
18/1/2015,78724.96,50701.59,conventional,2015,StLouis
11/1/2015,79292.59,41050.38,conventional,2015,StLouis
4/1/2015,125713.89,34555.73,conventional,2015,StLouis
27/12/2015,828.65,23560.51,conventional,2015,Syracuse
20/12/2015,646.68,22231.33,conventional,2015,Syracuse
13/12/2015,773.81,33149.83,conventional,2015,Syracuse
6/12/2015,874.9,34439.57,conventional,2015,Syracuse
29/11/2015,719.36,21285.35,conventional,2015,Syracuse
22/11/2015,846.69,22314.4,conventional,2015,Syracuse
15/11/2015,912.37,34236.71,conventional,2015,Syracuse
8/11/2015,645.86,37788.65,conventional,2015,Syracuse
1/11/2015,1062.84,36281.55,conventional,2015,Syracuse
25/10/2015,935.77,30448.48,conventional,2015,Syracuse
18/10/2015,748.89,28155.56,conventional,2015,Syracuse
11/10/2015,1054.4,27690.82,conventional,2015,Syracuse
4/10/2015,1777.42,22698.79,conventional,2015,Syracuse
27/9/2015,925.8,43139.43,conventional,2015,Syracuse
20/9/2015,775.55,27299.15,conventional,2015,Syracuse
13/9/2015,882.3,30696.69,conventional,2015,Syracuse
6/9/2015,675.27,37504.92,conventional,2015,Syracuse
30/8/2015,601.15,43932.05,conventional,2015,Syracuse
23/8/2015,579.09,30616.05,conventional,2015,Syracuse
16/8/2015,619.41,32282.72,conventional,2015,Syracuse
9/8/2015,510.89,39597.11,conventional,2015,Syracuse
2/8/2015,722.58,26661.77,conventional,2015,Syracuse
26/7/2015,878.02,41541.46,conventional,2015,Syracuse
19/7/2015,593.22,34449.87,conventional,2015,Syracuse
12/7/2015,577.45,43147.8,conventional,2015,Syracuse
5/7/2015,797.75,35080.61,conventional,2015,Syracuse
28/6/2015,755.7,30246.27,conventional,2015,Syracuse
21/6/2015,624.44,32511.25,conventional,2015,Syracuse
14/6/2015,547.63,27340.54,conventional,2015,Syracuse
7/6/2015,632.01,41825.39,conventional,2015,Syracuse
31/5/2015,744.02,34985.62,conventional,2015,Syracuse
24/5/2015,559.81,34572.48,conventional,2015,Syracuse
17/5/2015,743.44,42174.14,conventional,2015,Syracuse
10/5/2015,899.13,44891.19,conventional,2015,Syracuse
3/5/2015,634.61,24201.46,conventional,2015,Syracuse
26/4/2015,768.09,23424.19,conventional,2015,Syracuse
19/4/2015,721.11,24884.63,conventional,2015,Syracuse
12/4/2015,670.17,21961.57,conventional,2015,Syracuse
5/4/2015,716.97,24675.99,conventional,2015,Syracuse
29/3/2015,1020.84,28858.3,conventional,2015,Syracuse
22/3/2015,2030.41,21884.43,conventional,2015,Syracuse
15/3/2015,2534.42,20482.33,conventional,2015,Syracuse
8/3/2015,796.52,23821.37,conventional,2015,Syracuse
1/3/2015,728.61,22776.67,conventional,2015,Syracuse
22/2/2015,1098.61,21441.05,conventional,2015,Syracuse
15/2/2015,880.54,19621.76,conventional,2015,Syracuse
8/2/2015,1093.76,26366.48,conventional,2015,Syracuse
1/2/2015,1321.47,30243.88,conventional,2015,Syracuse
25/1/2015,810.15,22526.2,conventional,2015,Syracuse
18/1/2015,789.84,24755.46,conventional,2015,Syracuse
11/1/2015,984.29,21576.29,conventional,2015,Syracuse
4/1/2015,2506.61,20905.01,conventional,2015,Syracuse
27/12/2015,246326.83,35652.12,conventional,2015,Tampa
20/12/2015,146376.83,23810.77,conventional,2015,Tampa
13/12/2015,242293.88,40944.16,conventional,2015,Tampa
6/12/2015,145404.19,29926.02,conventional,2015,Tampa
29/11/2015,213390.26,41026.86,conventional,2015,Tampa
22/11/2015,194667.16,39338.15,conventional,2015,Tampa
15/11/2015,138482.7,32425.9,conventional,2015,Tampa
8/11/2015,135741.88,33351.68,conventional,2015,Tampa
1/11/2015,228324.13,72749.38,conventional,2015,Tampa
25/10/2015,109048.96,51940.14,conventional,2015,Tampa
18/10/2015,112096.12,54378.07,conventional,2015,Tampa
11/10/2015,175545.51,90767.27,conventional,2015,Tampa
4/10/2015,184069.95,92366.74,conventional,2015,Tampa
27/9/2015,99077.59,70565.14,conventional,2015,Tampa
20/9/2015,186843.91,104344.66,conventional,2015,Tampa
13/9/2015,97653.71,69978.38,conventional,2015,Tampa
